palavra,classe_gramatical,assunto,CM,letra
RESERVATORIO,SUBSTANTIVO,NENHUM,cg08a,R
RESFRIADO,SUBSTANTIVO,HIGIENE/SAÚDE,cg20,R
RESIDENCIA,SUBSTANTIVO,CASA,cg63,R
RESISTIR,VERBO,NENHUM,cg58,R
RESOLVER,VERBO,NENHUM,cg47,R
RESPEITAR,VERBO,NENHUM,cg52,R
RESPEITO,SUBSTANTIVO,SENTIMENTOS,cg52,R
RESPIRAR,VERBO,NENHUM,cg02,R
RESPONDAO,ADJETIVO,NENHUM,cg25,R
RESPONDER,VERBO,NENHUM,cg25,R
RESPONSABILIDADE,SUBSTANTIVO,SENTIMENTOS,cg25,R
RESPONSAVEL,ADJETIVO,NENHUM,cg25,R
RESPOSTA,SUBSTANTIVO,NENHUM,cg25,R
RESSACA,SUBSTANTIVO,NENHUM,cg07,R
RESSENTIMENTO,SUBSTANTIVO,SENTIMENTOS,cg02,R
RESSURREICAO,SUBSTANTIVO,NENHUM,cg32,R
RESTAR,VERBO,NENHUM,cg63,R
RESTAURANTE,SUBSTANTIVO,NENHUM,cg25,R
RESTAURAR,VERBO,NENHUM,cg02,R
RESULTADO,SUBSTANTIVO,NENHUM,cg25,R
RESUMIR,VERBO,NENHUM,cg57,R
RESUMO,SUBSTANTIVO,NENHUM,cg57,R
RETANGULO,ADJETIVO,COR/FORMA,cg14,R
RETIRAR1,VERBO,NENHUM,cg07,R
RETIRAR2,VERBO,NENHUM,cg13,R
RETO,ADJETIVO,NENHUM,cg62,R
RETOCAR,VERBO,NENHUM,cg44,R
RETORNAR,VERBO,NENHUM,cg15,R
RETORNO,SUBSTANTIVO,NENHUM,cg15,R
RETRATAR,VERBO,NENHUM,cg18a,R
RETRATO,SUBSTANTIVO,NENHUM,cg57,R
RETRIBUIR,VERBO,NENHUM,cg63,R
RETROPROJETOR,SUBSTANTIVO,APARELHO/MÁQUINA,cg02,R
REUNIAO,SUBSTANTIVO,NENHUM,cg25,R
REUNIR1,VERBO,NENHUM,cg14,R
REUNIR2,VERBO,NENHUM,cg47,R
REVANCHE,SUBSTANTIVO,NENHUM,cg63,R
REVELACAO,SUBSTANTIVO,NENHUM,cg44,R
REVELAR1,VERBO,NENHUM,cg44,R
REVELAR2,VERBO,NENHUM,cg42,R
REVESTIR,VERBO,NENHUM,cg01,R
REVEZAR,VERBO,NENHUM,cg07,R
REVISAO,SUBSTANTIVO,NENHUM,cg20,R
REVISTA,SUBSTANTIVO,NENHUM,cg63,R
REVISTAR,VERBO,NENHUM,cg14,R
REVOLTA,SUBSTANTIVO,NENHUM,cg02,R
REVOLTADO,ADJETIVO,NENHUM,cg02,R
REVOLUCAO,SUBSTANTIVO,NENHUM,cg47,R
REVOLVER,SUBSTANTIVO,APARELHO/MÁQUINA,cg16,R
REZA,SUBSTANTIVO,NENHUM,cg53b,R
REZAR1,VERBO,NENHUM,cg63,R
REZAR2,VERBO,NENHUM,cg53b,R
RIACHO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg08a,R
RICO1,ADJETIVO,NENHUM,cg47,R
RICO2,ADJETIVO,NENHUM,cg20,R
RIFA,SUBSTANTIVO,NENHUM,cg20,R
RIFLE,SUBSTANTIVO,APARELHO/MÁQUINA,cg16,R
RIGOROSO,ADJETIVO,NENHUM,cg02,R
RIM,SUBSTANTIVO,CORPO,cg14,R
RIMEL,SUBSTANTIVO,NENHUM,cg14,R
RINOCERONTE,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg38,R
RIO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg63,R
RIO DE JANEIRO,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg42,R
RIO GRANDE DO NORTE,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25,R
RIO GRANDE DO SUL,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg05,R
RIR,VERBO,NENHUM,cg08a,R
RISADA,SUBSTANTIVO,NENHUM,cg08a,R
RISCAR,VERBO,NENHUM,cg20,R
RISONHO,ADJETIVO,NENHUM,cg08a,R
RITMO,SUBSTANTIVO,NENHUM,cg63,R
RIVAL,ADJETIVO,NENHUM,cg64,R
ROBO,SUBSTANTIVO,APARELHO/MÁQUINA,cg37a,R
ROBUSTO,ADJETIVO,NENHUM,cg01,R
ROCA,SUBSTANTIVO,NENHUM,cg15,R
RODA,SUBSTANTIVO,NENHUM,cg18a,R
RODAR,VERBO,NENHUM,cg14,R
RODEAR,VERBO,NENHUM,cg14,R
RODIZIO,SUBSTANTIVO,NENHUM,cg02,R
RODO,SUBSTANTIVO,NENHUM,cg01,R
RODOPIAR,VERBO,NENHUM,cg14,R
RODOVIA,SUBSTANTIVO,NENHUM,cg14,R
RODOVIARIA,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg25,R
ROER,VERBO,NENHUM,cg14,R
ROL,SUBSTANTIVO,NENHUM,cg52,R
ROLAR,VERBO,NENHUM,cg14,R
ROLETA1,SUBSTANTIVO,APARELHO/MÁQUINA,cg14,R
ROLETA2,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg55,R
ROLIMA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02,R
ROLO1,SUBSTANTIVO,HIGIENE/SAÚDE,cg14,R
ROLO2,SUBSTANTIVO,NENHUM,cg02,R
ROMANO,ADJETIVO,NENHUM,cg58,R
ROMANTICO,ADJETIVO,NENHUM,cg02,R
ROMPER,VERBO,NENHUM,cg02,R
ROMPIMENTO,SUBSTANTIVO,NENHUM,cg63,R
RONCAR,VERBO,NENHUM,cg02,R
RONDAR,VERBO,NENHUM,cg14,R
RONDONIA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25,R
RORAIMA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25,R
ROSA,ADJETIVO,COR/FORMA,cg59a,R
ROSARIO,SUBSTANTIVO,NENHUM,cg05,R
ROSCA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg49,R
ROSTO,SUBSTANTIVO,CORPO,cg14,R
ROUBAR1,VERBO,NENHUM,cg63,R
ROUBAR2,VERBO,NENHUM,cg01,R
ROUPA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg20,R
ROXO1,ADJETIVO,COR/FORMA,cg26,R
ROXO2,ADJETIVO,COR/FORMA,cg26,R
RUA1,SUBSTANTIVO,NENHUM,cg26,R
RUA2,SUBSTANTIVO,NENHUM,cg63,R
RUBEOLA,SUBSTANTIVO,HIGIENE/SAÚDE,cg45,R
RUBORIZAR,VERBO,NENHUM,cg11,R
RUBRICA,SUBSTANTIVO,NENHUM,cg20,R
RUGA,SUBSTANTIVO,CORPO,cg02,R
RUIM1,ADJETIVO,NENHUM,cg64,R
RUIM2,ADJETIVO,NENHUM,cg07,R
RUIVO,SUBSTANTIVO,COR/FORMA,cg02,R
RUMO,SUBSTANTIVO,NENHUM,cg63,R
RURAL,ADJETIVO,PLANTA/FLOR/NATUREZA,cg15,R
RUSSIA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25,R
RUSSO,ADJETIVO,NENHUM,cg01,R
S,SUBSTANTIVO,NENHUM,cg02,S
SABADO,SUBSTANTIVO,ANO SIDERAL,cg02,S
SABAO,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg52,S
SABEDORIA,SUBSTANTIVO,NENHUM,cg31,S
SABER,VERBO,NENHUM,cg63,S
SABIO,ADJETIVO,NENHUM,cg31,S
SABONETE,SUBSTANTIVO,HIGIENE/SAÚDE,cg52,S
SABONETEIRA,SUBSTANTIVO,NENHUM,cg52,S
SABOR,SUBSTANTIVO,ALIMENTO/BEBIDA,cg14,S
SABOREAR,VERBO,NENHUM,cg35a,S
SACANAGEM,SUBSTANTIVO,NENHUM,cg15,S
SACANEAR,VERBO,NENHUM,cg02,S
SACI,SUBSTANTIVO,NENHUM,cg40,S
SACIAR,VERBO,NENHUM,cg02,S
SACO,SUBSTANTIVO,NENHUM,cg02,S
SACOLA,SUBSTANTIVO,NENHUM,cg02,S
SACOLE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg02,S
SACRIFICAR,VERBO,NENHUM,cg07,S
SACRIFICIO,SUBSTANTIVO,NENHUM,cg07,S
SACUDIR,VERBO,NENHUM,cg44,S
SADIO,ADJETIVO,NENHUM,cg35a,S
SAFADO,ADJETIVO,NENHUM,cg52,S
SAGITARIO,SUBSTANTIVO,ANO SIDERAL,cg33,S
SAIA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg57,S
SAIDA,SUBSTANTIVO,NENHUM,cg22b,S
SAIR1,VERBO,NENHUM,cg05,S
SAIR2,VERBO,NENHUM,cg63,S
SAL1,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg01,S
SAL2,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg14,S
SALA,SUBSTANTIVO,CASA,cg02,S
SALA DE JANTAR,SUBSTANTIVO,CASA,cg52,S
SALA DE TV,SUBSTANTIVO,CASA,cg08a,S
SALA DE VISITA,SUBSTANTIVO,CASA,cg11,S
SALADA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg47,S
SALADA DE FRUTAS,SUBSTANTIVO,ALIMENTO/BEBIDA,cg47,S
SALAME,SUBSTANTIVO,ALIMENTO/BEBIDA,cg63,S
SALAO DE FESTA,SUBSTANTIVO,NENHUM,cg01,S
SALARIO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg44,S
SALDO,SUBSTANTIVO,NUMERAL/DINHEIRO,cg02,S
SALGADO,ADJETIVO,NENHUM,cg02,S
SALMOS,SUBSTANTIVO,NENHUM,cg02,S
SALPICAR,VERBO,NENHUM,cg04,S
SALSICHA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg49,S
SALTAR1,VERBO,NENHUM,cg30,S
SALTAR2,VERBO,NENHUM,cg22b,S
SALTO,SUBSTANTIVO,NENHUM,cg24,S
SALTO ALTO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg40,S
SALVA-VIDAS,SUBSTANTIVO,NENHUM,cg14,S
SALVADOR,SUBSTANTIVO,NENHUM,cg46a,S
SALVAR1,VERBO,NENHUM,cg47,S
SALVAR2,VERBO,NENHUM,cg64,S
SANDALIA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg08b,S
SANDALIA DE DEDO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg32,S
SANDUICHE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg44,S
SANFONA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg46b,S
SANGRAMENTO,SUBSTANTIVO,HIGIENE/SAÚDE,cg64,S
SANGUE,SUBSTANTIVO,CORPO,cg15,S
SANTA CATARINA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg51a,S
SANTIDADE,SUBSTANTIVO,NENHUM,cg14,S
SANTO,ADJETIVO,NENHUM,cg14,S
SAO PAULO,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg11,S
SAPATEIRO,SUBSTANTIVO,NENHUM,cg28,S
SAPATO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg28,S
SAPATO DE SALTO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg40,S
SAPO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg53a,S
SAQUE,SUBSTANTIVO,NUMERAL/DINHEIRO,cg47,S
SARAR,VERBO,NENHUM,cg02,S
SARDAS,SUBSTANTIVO,CORPO,cg46a,S
SARDENTA,ADJETIVO,CORPO,cg47,S
SARGENTO,SUBSTANTIVO,NENHUM,cg24,S
SATANAS,SUBSTANTIVO,NENHUM,cg18a,S
SATISFAZER,VERBO,NENHUM,cg02,S
SATISFEITO,ADJETIVO,NENHUM,cg64,S
SAUDADE,SUBSTANTIVO,SENTIMENTOS,cg01,S
SAUDAVEL,ADJETIVO,HIGIENE/SAÚDE,cg35a,S
SAUDE,SUBSTANTIVO,HIGIENE/SAÚDE,cg35a,S
SAUNA,SUBSTANTIVO,HIGIENE/SAÚDE,cg50,S
SE,CONJ.,NENHUM,cg02,S
SECADOR DE CABELO,SUBSTANTIVO,APARELHO/MÁQUINA,cg15,S
SECAR,VERBO,NENHUM,cg47,S
SECO,ADJETIVO,NENHUM,cg46a,S
SECRETARIA,SUBSTANTIVO,NENHUM,cg53a,S
SECRETARIA ELETRONICA,SUBSTANTIVO,APARELHO/MÁQUINA,cg40,S
SECRETARIO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg52,S
SECRETO,ADJETIVO,NENHUM,cg52,S
SECULO,SUBSTANTIVO,ANO SIDERAL,cg02,S
SEDE1,SUBSTANTIVO,NENHUM,cg51b,S
SEDE2,SUBSTANTIVO,NENHUM,cg34,S
SEDUZIR,VERBO,NENHUM,cg37a,S
SEGREDO,SUBSTANTIVO,NENHUM,cg52,S
SEGREGACAO,SUBSTANTIVO,NENHUM,cg64,S
SEGUINTE,ADJETIVO,NENHUM,cg14,S
SEGUIR,VERBO,NENHUM,cg07,S
SEGUNDA-FEIRA,SUBSTANTIVO,NENHUM,cg32,S
SEGUNDO,ADJETIVO,NENHUM,cg08a,S
SEGURANCA1,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg32,S
SEGURANCA2,SUBSTANTIVO,NENHUM,cg02,S
SEGURAR,VERBO,NENHUM,cg02,S
SEGURO,SUBSTANTIVO,NUMERAL/DINHEIRO,cg48,S
SEIO,SUBSTANTIVO,CORPO,cg45,S
SEIS,NUM.,NUMERAL/DINHEIRO,cg43,S
SELECAO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg08b,S
SELECIONAR,VERBO,PROFISSÃO/TRABALHO,cg08b,S
SELO,SUBSTANTIVO,NENHUM,cg07,S
SELVA,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg47,S
SELVAGEM,ADJETIVO,ANIMAL/INSETO/PEIXE/AVE,cg47,S
SEM1,PREP.,NENHUM,cg01,S
SEM2,PREP.,NENHUM,cg40,S
SEM3,PREP.,NENHUM,cg53a,S
SEMAFORO,SUBSTANTIVO,APARELHO/MÁQUINA,cg57,S
SEMANA,SUBSTANTIVO,ANO SIDERAL,cg14,S
SEMBLANTE,SUBSTANTIVO,CORPO,cg14,S
SEMELHANCA,SUBSTANTIVO,NENHUM,cg32,S
SEMELHANTE,ADJETIVO,NENHUM,cg32,S
SEMESTRAL,ADJETIVO,ANO SIDERAL,cg43,S
SEMESTRE,SUBSTANTIVO,NENHUM,cg43,S
SEMIFINAL,ADJETIVO,NENHUM,cg32,S
SEMPRE,ADV.,NENHUM,cg32,S
SENADOR,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg02,S
SENHA,SUBSTANTIVO,NENHUM,cg52,S
SENHOR,SUBSTANTIVO,NENHUM,cg25,S
SENTAR,VERBO,NENHUM,cg31,S
SENTIMENTO,SUBSTANTIVO,SENTIMENTOS,cg46a,S
SENTIR,VERBO,NENHUM,cg46a,S
SEPARADO,ADJETIVO,NENHUM,cg64,S
SEPARAR1,VERBO,NENHUM,cg62,S
SEPARAR2,VERBO,NENHUM,cg64,S
SEPULTURA,SUBSTANTIVO,NENHUM,cg61,S
SER1,SUBSTANTIVO,NENHUM,cg02,S
SER2,VERBO,NENHUM,cg06,S
SERGIPE,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg02,S
SERIE,SUBSTANTIVO,NENHUM,cg02,S
SERINGA,SUBSTANTIVO,APARELHO/MÁQUINA,cg17,S
SERIO,ADJETIVO,NENHUM,cg46a,S
SERRAR,VERBO,NENHUM,cg62,S
SERROTE,SUBSTANTIVO,NENHUM,cg62,S
SERVICO,SUBSTANTIVO,NENHUM,cg08a,S
SERVICO SOCIAL,SUBSTANTIVO,NENHUM,cg02,S
SERVIR,VERBO,NENHUM,cg63,S
SESSENTA,NUM.,NUMERAL/DINHEIRO,cg43,S
SETE,NUM.,NUMERAL/DINHEIRO,cg10,S
SETEMBRO,SUBSTANTIVO,ANO SIDERAL,cg20,S
SETENTA,NUM.,NUMERAL/DINHEIRO,cg10,S
SEU,PRON. POSS.,NENHUM,cg11,S
SEXO,SUBSTANTIVO,CORPO,cg16,S
SEXTA-FEIRA,SUBSTANTIVO,ANO SIDERAL,cg15,S
SEXTO,NUM.,NUMERAL/DINHEIRO,cg43,S
SHAMPOO,SUBSTANTIVO,HIGIENE/SAÚDE,cg47,S
SHOPPING,SUBSTANTIVO,NENHUM,cg02,S
SHORT,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg52,S
SIGILOSO,ADJETIVO,NENHUM,cg52,S
SIGNIFICAR,VERBO,NENHUM,cg20,S
SIGNO,SUBSTANTIVO,NENHUM,cg02,S
SILABA,SUBSTANTIVO,NENHUM,cg18a,S
SILENCIO,SUBSTANTIVO,NENHUM,cg14,S
SILENCIOSO,ADJETIVO,NENHUM,cg61,S
SIM,ADV.,NENHUM,cg02,S
SIMPATIA,SUBSTANTIVO,NENHUM,cg54,S
SIMPLES,ADJETIVO,NENHUM,cg49,S
SIMPOSIO,SUBSTANTIVO,NENHUM,cg02,S
SINAGOGA,SUBSTANTIVO,NENHUM,cg61,S
SINAL1,SUBSTANTIVO,APARELHO/MÁQUINA,cg57,S
SINAL2,SUBSTANTIVO,CORPO,cg14,S
SINAL3,SUBSTANTIVO,NENHUM,cg05,S
SINDICATO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg32,S
SINDROME DE DOWN,LOC. SUBST.,HIGIENE/SAÚDE,cg60,S
SINISTRO,ADJETIVO,NENHUM,cg62,S
SINO,SUBSTANTIVO,NENHUM,cg57,S
SINTETIZAR,VERBO,NENHUM,cg57,S
SINUCA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg05,S
SIRI,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg26,S
SITIO,SUBSTANTIVO,NENHUM,cg40,S
SKATE,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg24,S
SLIDE,SUBSTANTIVO,NENHUM,cg57,S
SO1,ADV.,NENHUM,cg33,S
SO2,ADJETIVO,NENHUM,cg14,S
SOB,PREP.,NENHUM,cg62,S
SOBERANO,PREP.,NENHUM,cg53a,S
SOBRADO,SUBSTANTIVO,NENHUM,cg62,S
SOBRANCELHA,SUBSTANTIVO,CORPO,cg14,S
SOBRAR,VERBO,NENHUM,cg63,S
SOBRE1,PREP.,NENHUM,cg39,S
SOBRE2,PREP.,NENHUM,cg08a,S
SOBRE3,PREP.,NENHUM,cg11,S
SOBRECARREGAR,VERBO,NENHUM,cg64,S
SOBREMESA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg62,S
SOBRESSALTAR-SE,VERBO,NENHUM,cg63,S
SOBRINHO,SUBSTANTIVO,FAMÍLIA,cg45,S
SOCIAL,ADJETIVO,NENHUM,cg02,S
SOCIEDADE,SUBSTANTIVO,NENHUM,cg64,S
SOCIO,SUBSTANTIVO,NENHUM,cg07,S
SOCORRER,VERBO,NENHUM,cg62,S
SOFA,SUBSTANTIVO,CASA,cg50,S
SOFA DE MADEIRA,SUBSTANTIVO,CASA,cg51b,S
SOFRER,VERBO,NENHUM,cg39,S
SOFRIMENTO,SUBSTANTIVO,SENTIMENTOS,cg39,S
SOGRO,SUBSTANTIVO,FAMÍLIA,cg02,S
SOL,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg08a,S
SOLDADO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg61,S
SOLETRAR,VERBO,NENHUM,cg47,S
SOLICITAR,VERBO,NENHUM,cg62,S
SOLIDAO,SUBSTANTIVO,SENTIMENTOS,cg14,S
SOLIDO,ADJETIVO,NENHUM,cg16,S
SOLITARIO,ADJETIVO,NENHUM,cg14,S
SOLTEIRO,ADJETIVO,NENHUM,cg02,S
SOLUCO,SUBSTANTIVO,HIGIENE/SAÚDE,cg52,S
SOM,SUBSTANTIVO,NENHUM,cg49,S
SOMAR,VERBO,NENHUM,cg51b,S
SOMENTE,ADV.,NENHUM,cg33,S
SONHAR,VERBO,NENHUM,cg64,S
SONHO1,SUBSTANTIVO,NENHUM,cg64,S
SONHO2,SUBSTANTIVO,NENHUM,cg02,S
SONO,SUBSTANTIVO,NENHUM,cg21,S
SOPA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg53b,S
SOPRAR1,SUBSTANTIVO,ALIMENTO/BEBIDA,cg53b,S
SOPRAR,VERBO,NENHUM,cg57,S
SOROR,SUBSTANTIVO,ALIMENTO/BEBIDA,cg63,S
SORRIR,VERBO,NENHUM,cg08a,S
SORTE,SUBSTANTIVO,NENHUM,cg08a,S
SORTEIO,SUBSTANTIVO,NENHUM,cg20,S
SORTUDO,ADJETIVO,NENHUM,cg08a,S
SORVETE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg02,S
SOVINA,ADJETIVO,NENHUM,cg02,S
SOZINHO,ADJETIVO,NENHUM,cg33,S
SUAR,VERBO,NENHUM,cg64,S
SUAVE,ADJETIVO,NENHUM,cg54,S
SUBIR1,VERBO,NENHUM,cg32,S
SUBIR2,VERBO,NENHUM,cg63,S
SUBIR3,SUBSTANTIVO,NENHUM,cg14,S
SUBLINHAR,VERBO,NENHUM,cg20,S
SUBMERGIR,VERBO,NENHUM,cg32,S
SUBMISSAO,SUBSTANTIVO,SENTIMENTOS,cg64,S
SUBORNAR,VERBO,NENHUM,cg64,S
SUBORNO,SUBSTANTIVO,NENHUM,cg64,S
SUBSTITUIR,VERBO,NENHUM,cg07,S
SUBTRACAO,SUBSTANTIVO,NENHUM,cg14,S
SUBTRAIR,VERBO,NENHUM,cg08a,S
SUCESSO,SUBSTANTIVO,NENHUM,cg53a,S
SUCO,SUBSTANTIVO,ALIMENTO/BEBIDA,cg02,S
SUECIA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg24,S
SUFOCADO,ADJETIVO,NENHUM,cg51b,S
SUFOCAR,VERBO,NENHUM,cg51b,S
SUICA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg20,S
SUICIDAR,VERBO,NENHUM,cg63,S
SUJAR,VERBO,NENHUM,cg14,S
SUJO,ADJETIVO,HIGIENE/SAÚDE,cg14,S
SUL,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg02,S
SUMARIAR,VERBO,NENHUM,cg57,S
SUMIR,VERBO,NENHUM,cg57,S
SUNGA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg08a,S
SUOR,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg14,S
SUPERIOR,ADJETIVO,NENHUM,cg53a,S
SUPERMERCADO,SUBSTANTIVO,NENHUM,cg02,S
SUPERVISOR,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg32,S
SUPLETIVO,SUBSTANTIVO,NENHUM,cg43,S
SURDEZ,SUBSTANTIVO,NENHUM,cg14,S
SURDO1,ADJETIVO,NENHUM,cg14,S
SURDO2,ADJETIVO,NENHUM,cg25,S
SURFE,SUBSTANTIVO,NENHUM,cg24,S
SURGIR,VERBO,NENHUM,cg57,S
SURPREENDER,VERBO,NENHUM,cg63,S
SURPRESA,SUBSTANTIVO,NENHUM,cg63,S
SURPRESO,ADJETIVO,NENHUM,cg61,S
SURRAR,VERBO,NENHUM,cg02,S
SUSPEITAR,VERBO,NENHUM,cg63,S
SUSPENDER1,VERBO,NENHUM,cg07,S
SUSPENDER2,VERBO,NENHUM,cg15,S
SUSPENDER3,VERBO,NENHUM,cg62,S
SUSSURRAR,VERBO,NENHUM,cg62,S
SUSTENTAR,VERBO,NENHUM,cg44,S
SUSTO,SUBSTANTIVO,SENTIMENTOS,cg63,S
SUTIA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg32,S
T,SUBSTANTIVO,NENHUM,cg56,T
TABELA1,SUBSTANTIVO,NENHUM,cg53a,T
TABELA2,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02,T
TABELIAO,SUBSTANTIVO,NENHUM,cg02,T
TABUA,SUBSTANTIVO,CASA,cg18a,T
TABUADA,SUBSTANTIVO,NUMERAL/DINHEIRO,cg14,T
TACA1,SUBSTANTIVO,CASA,cg01,T
TACA2,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg11,T
TACO1,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02,T
TACO2,SUBSTANTIVO,NENHUM,cg42,T
TAGARELAR,VERBO,NENHUM,cg11,T
TALCO,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg51a,T
TALENTO,SUBSTANTIVO,NENHUM,cg44,T
TALHA,SUBSTANTIVO,CASA,cg08a,T
TALVEZ,ADV.,NENHUM,cg64,T
TAMANCO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg28,T
TAMANDUA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg02,T
TAMBEM,ADV.,NENHUM,cg14,T
TAMBOR,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg05,T
TAMPA,SUBSTANTIVO,CASA,cg63,T
TAMPAO,SUBSTANTIVO,HIGIENE/SAÚDE,cg53a,T
TAMPAR,VERBO,NENHUM,cg63,T
TANGA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg18a,T
TANGERINA,SUBSTANTIVO,FRUTA,cg52,T
TANTO1,PRON. INDEFIN.,NENHUM,cg57,T
TANTO2,PRON. INDEFIN.,NENHUM,cg63,T
TAPA1,SUBSTANTIVO,NENHUM,cg63,T
TAPA2,SUBSTANTIVO,NENHUM,cg63,T
TAPAR,VERBO,NENHUM,cg14,T
TAPETE,SUBSTANTIVO,CASA,cg63,T
TAQUICARDIA,SUBSTANTIVO,HIGIENE/SAÚDE,cg02,T
TARADO,ADJETIVO,NENHUM,cg56,T
TARDE,SUBSTANTIVO,ANO SIDERAL,cg63,T
TARTARUGA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg07,T
TATU,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg62,T
TATUAGEM,SUBSTANTIVO,NENHUM,cg20,T
TAXI,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg53a,T
TAXISTA,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg53a,T
TCHAU,INTERJ.,NENHUM,cg64,T
TDD,SUBSTANTIVO,APARELHO/MÁQUINA,cg12,T
TEATRO,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg35a,T
TECLADO,SUBSTANTIVO,NENHUM,cg18a,T
TECLAR,VERBO,NENHUM,cg64,T
TECNICO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg42,T
TECNOLOGIA,SUBSTANTIVO,NENHUM,cg42,T
TEDIO1,SUBSTANTIVO,NENHUM,cg61,T
TEDIO2,SUBSTANTIVO,SENTIMENTOS,cg40,T
TEIA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg64,T
TEIMOSO1,ADJETIVO,NENHUM,cg16,T
TEIMOSO2,ADJETIVO,NENHUM,cg58,T
TEIMOSO3,ADJETIVO,NENHUM,cg58,T
TELEFERICO,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg14,T
TELEFONISTA,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg08a,T
TELEGRAFAR,VERBO,NENHUM,cg35a,T
TELEGRAMA,SUBSTANTIVO,NENHUM,cg64,T
TELESCOPIO,SUBSTANTIVO,APARELHO/MÁQUINA,cg42,T
TELEVISAO,SUBSTANTIVO,APARELHO/MÁQUINA,cg08a,T
TELHA,SUBSTANTIVO,NENHUM,cg07,T
TELHADO1,SUBSTANTIVO,CASA,cg07,T
TEMA,SUBSTANTIVO,NENHUM,cg31,T
