palavra,classe_gramatical,assunto,CM
RESPONDAO,ADJETIVO,NENHUM,cg25
RESPONDER,VERBO,NENHUM,cg25
RESPONSABILIDADE,SUBSTANTIVO,SENTIMENTOS,cg25
RESPONSAVEL,ADJETIVO,NENHUM,cg25
RESPOSTA,SUBSTANTIVO,NENHUM,cg25
RESSACA,SUBSTANTIVO,NENHUM,cg07
RESSENTIMENTO,SUBSTANTIVO,SENTIMENTOS,cg02
RESSURREICAO,SUBSTANTIVO,NENHUM,cg32
RESTAR,VERBO,NENHUM,cg63
RESTAURANTE,SUBSTANTIVO,NENHUM,cg25
RESTAURAR,VERBO,NENHUM,cg02
RESULTADO,SUBSTANTIVO,NENHUM,cg25
RESUMIR,VERBO,NENHUM,cg57
RESUMO,SUBSTANTIVO,NENHUM,cg57
RETANGULO,ADJETIVO,COR/FORMA,cg14
RETIRAR1,VERBO,NENHUM,cg07
RETIRAR2,VERBO,NENHUM,cg13
RETO,ADJETIVO,NENHUM,cg62
RETOCAR,VERBO,NENHUM,cg44
RETORNAR,VERBO,NENHUM,cg15
RETORNO,SUBSTANTIVO,NENHUM,cg15
RETRATAR,VERBO,NENHUM,cg18a
RETRATO,SUBSTANTIVO,NENHUM,cg57
RETRIBUIR,VERBO,NENHUM,cg63
RETROPROJETOR,SUBSTANTIVO,APARELHO/MÁQUINA,cg02
REUNIAO,SUBSTANTIVO,NENHUM,cg25
REUNIR1,VERBO,NENHUM,cg14
REUNIR2,VERBO,NENHUM,cg47
REVANCHE,SUBSTANTIVO,NENHUM,cg63
REVELACAO,SUBSTANTIVO,NENHUM,cg44
REVELAR1,VERBO,NENHUM,cg44
REVELAR2,VERBO,NENHUM,cg42
REVESTIR,VERBO,NENHUM,cg01
REVEZAR,VERBO,NENHUM,cg07
REVISAO,SUBSTANTIVO,NENHUM,cg20
REVISTA,SUBSTANTIVO,NENHUM,cg63
REVISTAR,VERBO,NENHUM,cg14
REVOLTA,SUBSTANTIVO,NENHUM,cg02
REVOLTADO,ADJETIVO,NENHUM,cg02
REVOLUCAO,SUBSTANTIVO,NENHUM,cg47
REVOLVER,SUBSTANTIVO,APARELHO/MÁQUINA,cg16
REZA,SUBSTANTIVO,NENHUM,cg53b
REZAR1,VERBO,NENHUM,cg63
REZAR2,VERBO,NENHUM,cg53b
RIACHO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg08a
RICO1,ADJETIVO,NENHUM,cg47
RICO2,ADJETIVO,NENHUM,cg20
RIFA,SUBSTANTIVO,NENHUM,cg20
RIFLE,SUBSTANTIVO,APARELHO/MÁQUINA,cg16
RIGOROSO,ADJETIVO,NENHUM,cg02
RIM,SUBSTANTIVO,CORPO,cg14
RIMEL,SUBSTANTIVO,NENHUM,cg14
RINOCERONTE,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg38
RIO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg63
RIO DE JANEIRO,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg42
RIO GRANDE DO NORTE,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25
RIO GRANDE DO SUL,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg05
RIR,VERBO,NENHUM,cg08a
RISADA,SUBSTANTIVO,NENHUM,cg08a
RISCAR,VERBO,NENHUM,cg20
RISONHO,ADJETIVO,NENHUM,cg08a
RITMO,SUBSTANTIVO,NENHUM,cg63
RIVAL,ADJETIVO,NENHUM,cg64
ROBO,SUBSTANTIVO,APARELHO/MÁQUINA,cg37a
ROBUSTO,ADJETIVO,NENHUM,cg01
ROCA,SUBSTANTIVO,NENHUM,cg15
RODA,SUBSTANTIVO,NENHUM,cg18a
RODAR,VERBO,NENHUM,cg14
RODEAR,VERBO,NENHUM,cg14
RODIZIO,SUBSTANTIVO,NENHUM,cg02
RODO,SUBSTANTIVO,NENHUM,cg01
RODOPIAR,VERBO,NENHUM,cg14
RODOVIA,SUBSTANTIVO,NENHUM,cg14
RODOVIARIA,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg25
ROER,VERBO,NENHUM,cg14
ROL,SUBSTANTIVO,NENHUM,cg52
ROLAR,VERBO,NENHUM,cg14
ROLETA1,SUBSTANTIVO,APARELHO/MÁQUINA,cg14
ROLETA2,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg55
ROLIMA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
ROLO1,SUBSTANTIVO,HIGIENE/SAÚDE,cg14
ROLO2,SUBSTANTIVO,NENHUM,cg02
ROMANO,ADJETIVO,NENHUM,cg58
ROMANTICO,ADJETIVO,NENHUM,cg02
ROMPER,VERBO,NENHUM,cg02
ROMPIMENTO,SUBSTANTIVO,NENHUM,cg63
RONCAR,VERBO,NENHUM,cg02
RONDAR,VERBO,NENHUM,cg14
RONDONIA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25
RORAIMA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25
ROSA,ADJETIVO,COR/FORMA,cg59a
ROSARIO,SUBSTANTIVO,NENHUM,cg05
ROSCA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg49
ROSTO,SUBSTANTIVO,CORPO,cg14
ROUBAR1,VERBO,NENHUM,cg63
ROUBAR2,VERBO,NENHUM,cg01
ROUPA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg20
ROXO1,ADJETIVO,COR/FORMA,cg26
ROXO2,ADJETIVO,COR/FORMA,cg26
RUA1,SUBSTANTIVO,NENHUM,cg26
RUA2,SUBSTANTIVO,NENHUM,cg63
RUBEOLA,SUBSTANTIVO,HIGIENE/SAÚDE,cg45
RUBORIZAR,VERBO,NENHUM,cg11
RUBRICA,SUBSTANTIVO,NENHUM,cg20
RUGA,SUBSTANTIVO,CORPO,cg02
RUIM1,ADJETIVO,NENHUM,cg64
RUIM2,ADJETIVO,NENHUM,cg07
RUIVO,SUBSTANTIVO,COR/FORMA,cg02
RUMO,SUBSTANTIVO,NENHUM,cg63
RURAL,ADJETIVO,PLANTA/FLOR/NATUREZA,cg15
RUSSIA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg25
RUSSO,ADJETIVO,NENHUM,cg01
S,SUBSTANTIVO,NENHUM,cg02
SABADO,SUBSTANTIVO,ANO SIDERAL,cg02
SABAO,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg52
SABEDORIA,SUBSTANTIVO,NENHUM,cg31
SABER,VERBO,NENHUM,cg63
SABIO,ADJETIVO,NENHUM,cg31
SABONETE,SUBSTANTIVO,HIGIENE/SAÚDE,cg52
SABONETEIRA,SUBSTANTIVO,NENHUM,cg52
SABOR,SUBSTANTIVO,ALIMENTO/BEBIDA,cg14
SABOREAR,VERBO,NENHUM,cg35a
SACANAGEM,SUBSTANTIVO,NENHUM,cg15
SACANEAR,VERBO,NENHUM,cg02
SACI,SUBSTANTIVO,NENHUM,cg40
SACIAR,VERBO,NENHUM,cg02
SACO,SUBSTANTIVO,NENHUM,cg02
SACOLA,SUBSTANTIVO,NENHUM,cg02
SACOLE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg02
SACRIFICAR,VERBO,NENHUM,cg07
SACRIFICIO,SUBSTANTIVO,NENHUM,cg07
SACUDIR,VERBO,NENHUM,cg44
SADIO,ADJETIVO,NENHUM,cg35a
SAFADO,ADJETIVO,NENHUM,cg52
SAGITARIO,SUBSTANTIVO,ANO SIDERAL,cg33
SAIA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg57
SAIDA,SUBSTANTIVO,NENHUM,cg22b
SAIR1,VERBO,NENHUM,cg05
SAIR2,VERBO,NENHUM,cg63
SAL1,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg01
SAL2,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg14
SALA,SUBSTANTIVO,CASA,cg02
SALA DE JANTAR,SUBSTANTIVO,CASA,cg52
SALA DE TV,SUBSTANTIVO,CASA,cg08a
SALA DE VISITA,SUBSTANTIVO,CASA,cg11
SALADA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg47
SALADA DE FRUTAS,SUBSTANTIVO,ALIMENTO/BEBIDA,cg47
SALAME,SUBSTANTIVO,ALIMENTO/BEBIDA,cg63
SALAO DE FESTA,SUBSTANTIVO,NENHUM,cg01
SALARIO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg44
SALDO,SUBSTANTIVO,NUMERAL/DINHEIRO,cg02
SALGADO,ADJETIVO,NENHUM,cg02
SALMOS,SUBSTANTIVO,NENHUM,cg02
SALPICAR,VERBO,NENHUM,cg04
SALSICHA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg49
SALTAR1,VERBO,NENHUM,cg30
SALTAR2,VERBO,NENHUM,cg22b
SALTO,SUBSTANTIVO,NENHUM,cg24
SALTO ALTO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg40
SALVA-VIDAS,SUBSTANTIVO,NENHUM,cg14
SALVADOR,SUBSTANTIVO,NENHUM,cg46a
SALVAR1,VERBO,NENHUM,cg47
SALVAR2,VERBO,NENHUM,cg64
SANDALIA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg08b
SANDALIA DE DEDO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg32
SANDUICHE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg44
SANFONA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg46b
SANGRAMENTO,SUBSTANTIVO,HIGIENE/SAÚDE,cg64
SANGUE,SUBSTANTIVO,CORPO,cg15
SANTA CATARINA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg51a
SANTIDADE,SUBSTANTIVO,NENHUM,cg14
SANTO,ADJETIVO,NENHUM,cg14
SAO PAULO,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg11
SAPATEIRO,SUBSTANTIVO,NENHUM,cg28
SAPATO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg28
SAPATO DE SALTO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg40
SAPO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg53a
SAQUE,SUBSTANTIVO,NUMERAL/DINHEIRO,cg47
SARAR,VERBO,NENHUM,cg02
SARDAS,SUBSTANTIVO,CORPO,cg46a
SARDENTA,ADJETIVO,CORPO,cg47
SARGENTO,SUBSTANTIVO,NENHUM,cg24
SATANAS,SUBSTANTIVO,NENHUM,cg18a
SATISFAZER,VERBO,NENHUM,cg02
SATISFEITO,ADJETIVO,NENHUM,cg64
SAUDADE,SUBSTANTIVO,SENTIMENTOS,cg01
SAUDAVEL,ADJETIVO,HIGIENE/SAÚDE,cg35a
SAUDE,SUBSTANTIVO,HIGIENE/SAÚDE,cg35a
SAUNA,SUBSTANTIVO,HIGIENE/SAÚDE,cg50
SE,CONJ.,NENHUM,cg02
SECADOR DE CABELO,SUBSTANTIVO,APARELHO/MÁQUINA,cg15
SECAR,VERBO,NENHUM,cg47
SECO,ADJETIVO,NENHUM,cg46a
SECRETARIA,SUBSTANTIVO,NENHUM,cg53a
SECRETARIA ELETRONICA,SUBSTANTIVO,APARELHO/MÁQUINA,cg40
SECRETARIO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg52
SECRETO,ADJETIVO,NENHUM,cg52
SECULO,SUBSTANTIVO,ANO SIDERAL,cg02
SEDE1,SUBSTANTIVO,NENHUM,cg51b
SEDE2,SUBSTANTIVO,NENHUM,cg34
SEDUZIR,VERBO,NENHUM,cg37a
SEGREDO,SUBSTANTIVO,NENHUM,cg52
SEGREGACAO,SUBSTANTIVO,NENHUM,cg64
SEGUINTE,ADJETIVO,NENHUM,cg14
SEGUIR,VERBO,NENHUM,cg07
SEGUNDA-FEIRA,SUBSTANTIVO,NENHUM,cg32
SEGUNDO,ADJETIVO,NENHUM,cg08a
SEGURANCA1,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg32
SEGURANCA2,SUBSTANTIVO,NENHUM,cg02
SEGURAR,VERBO,NENHUM,cg02
SEGURO,SUBSTANTIVO,NUMERAL/DINHEIRO,cg48
SEIO,SUBSTANTIVO,CORPO,cg45
SEIS,NUM.,NUMERAL/DINHEIRO,cg43
SELECAO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg08b
SELECIONAR,VERBO,PROFISSÃO/TRABALHO,cg08b
SELO,SUBSTANTIVO,NENHUM,cg07
SELVA,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg47
SELVAGEM,ADJETIVO,ANIMAL/INSETO/PEIXE/AVE,cg47
SEM1,PREP.,NENHUM,cg01
SEM2,PREP.,NENHUM,cg40
SEM3,PREP.,NENHUM,cg53a
SEMAFORO,SUBSTANTIVO,APARELHO/MÁQUINA,cg57
SEMANA,SUBSTANTIVO,ANO SIDERAL,cg14
SEMBLANTE,SUBSTANTIVO,CORPO,cg14
SEMELHANCA,SUBSTANTIVO,NENHUM,cg32
SEMELHANTE,ADJETIVO,NENHUM,cg32
SEMESTRAL,ADJETIVO,ANO SIDERAL,cg43
SEMESTRE,SUBSTANTIVO,NENHUM,cg43
SEMIFINAL,ADJETIVO,NENHUM,cg32
SEMPRE,ADV.,NENHUM,cg32
SENADOR,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg02
SENHA,SUBSTANTIVO,NENHUM,cg52
SENHOR,SUBSTANTIVO,NENHUM,cg25
SENTAR,VERBO,NENHUM,cg31
SENTIMENTO,SUBSTANTIVO,SENTIMENTOS,cg46a
SENTIR,VERBO,NENHUM,cg46a
SEPARADO,ADJETIVO,NENHUM,cg64
SEPARAR1,VERBO,NENHUM,cg62
SEPARAR2,VERBO,NENHUM,cg64
SEPULTURA,SUBSTANTIVO,NENHUM,cg61
SER1,SUBSTANTIVO,NENHUM,cg02
SER2,VERBO,NENHUM,cg06
SERGIPE,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg02
SERIE,SUBSTANTIVO,NENHUM,cg02
SERINGA,SUBSTANTIVO,APARELHO/MÁQUINA,cg17
SERIO,ADJETIVO,NENHUM,cg46a
SERRAR,VERBO,NENHUM,cg62
SERROTE,SUBSTANTIVO,NENHUM,cg62
SERVICO,SUBSTANTIVO,NENHUM,cg08a
SERVICO SOCIAL,SUBSTANTIVO,NENHUM,cg02
SERVIR,VERBO,NENHUM,cg63
SESSENTA,NUM.,NUMERAL/DINHEIRO,cg43
SETE,NUM.,NUMERAL/DINHEIRO,cg10
SETEMBRO,SUBSTANTIVO,ANO SIDERAL,cg20
SETENTA,NUM.,NUMERAL/DINHEIRO,cg10
SEU,PRON. POSS.,NENHUM,cg11
SEXO,SUBSTANTIVO,CORPO,cg16
SEXTA-FEIRA,SUBSTANTIVO,ANO SIDERAL,cg15
SEXTO,NUM.,NUMERAL/DINHEIRO,cg43
SHAMPOO,SUBSTANTIVO,HIGIENE/SAÚDE,cg47
SHOPPING,SUBSTANTIVO,NENHUM,cg02
SHORT,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg52
SIGILOSO,ADJETIVO,NENHUM,cg52
SIGNIFICAR,VERBO,NENHUM,cg20
SIGNO,SUBSTANTIVO,NENHUM,cg02
SILABA,SUBSTANTIVO,NENHUM,cg18a
SILENCIO,SUBSTANTIVO,NENHUM,cg14
SILENCIOSO,ADJETIVO,NENHUM,cg61
SIM,ADV.,NENHUM,cg02
SIMPATIA,SUBSTANTIVO,NENHUM,cg54
SIMPLES,ADJETIVO,NENHUM,cg49
SIMPOSIO,SUBSTANTIVO,NENHUM,cg02
SINAGOGA,SUBSTANTIVO,NENHUM,cg61
SINAL1,SUBSTANTIVO,APARELHO/MÁQUINA,cg57
SINAL2,SUBSTANTIVO,CORPO,cg14
SINAL3,SUBSTANTIVO,NENHUM,cg05
SINDICATO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg32
SINDROME DE DOWN,LOC. SUBST.,HIGIENE/SAÚDE,cg60
SINISTRO,ADJETIVO,NENHUM,cg62
SINO,SUBSTANTIVO,NENHUM,cg57
SINTETIZAR,VERBO,NENHUM,cg57
SINUCA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg05
SIRI,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg26
SITIO,SUBSTANTIVO,NENHUM,cg40
SKATE,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg24
SLIDE,SUBSTANTIVO,NENHUM,cg57
SO1,ADV.,NENHUM,cg33
SO2,ADJETIVO,NENHUM,cg14
SOB,PREP.,NENHUM,cg62
SOBERANO,PREP.,NENHUM,cg53a
SOBRADO,SUBSTANTIVO,NENHUM,cg62
SOBRANCELHA,SUBSTANTIVO,CORPO,cg14
SOBRAR,VERBO,NENHUM,cg63
SOBRE1,PREP.,NENHUM,cg39
SOBRE2,PREP.,NENHUM,cg08a
SOBRE3,PREP.,NENHUM,cg11
SOBRECARREGAR,VERBO,NENHUM,cg64
SOBREMESA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg62
SOBRESSALTAR-SE,VERBO,NENHUM,cg63
SOBRINHO,SUBSTANTIVO,FAMÍLIA,cg45
SOCIAL,ADJETIVO,NENHUM,cg02
SOCIEDADE,SUBSTANTIVO,NENHUM,cg64
SOCIO,ADJ./SUBST.,NENHUM,cg07
SOCORRER,VERBO,NENHUM,cg62
SOFA,SUBSTANTIVO,CASA,cg50
SOFA DE MADEIRA,SUBSTANTIVO,CASA,cg51b
SOFRER,VERBO,NENHUM,cg39
SOFRIMENTO,SUBSTANTIVO,SENTIMENTOS,cg39
SOGRO,SUBSTANTIVO,FAMÍLIA,cg02
SOL,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg08a
SOLDADO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg61
SOLETRAR,VERBO,NENHUM,cg47
SOLICITAR,VERBO,NENHUM,cg62
SOLIDAO,SUBSTANTIVO,SENTIMENTOS,cg14
SOLIDO,ADJETIVO,NENHUM,cg16
SOLITARIO,ADJETIVO,NENHUM,cg14
SOLTEIRO,ADJETIVO,NENHUM,cg02
SOLUCO,SUBSTANTIVO,HIGIENE/SAÚDE,cg52
SOM,SUBSTANTIVO,NENHUM,cg49
SOMAR,VERBO,NENHUM,cg51b
SOMENTE,ADV.,NENHUM,cg33
SONHAR,VERBO,NENHUM,cg64
SONHO1,SUBSTANTIVO,NENHUM,cg64
SONHO2,SUBSTANTIVO,NENHUM,cg02
SONO,SUBSTANTIVO,NENHUM,cg21
SOPA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg53b
SOPRAR1,SUBSTANTIVO,ALIMENTO/BEBIDA,cg53b
SOPRAR,VERBO,NENHUM,cg57
SOROR,SUBSTANTIVO,ALIMENTO/BEBIDA,cg63
SORRIR,VERBO,NENHUM,cg08a
SORTE,SUBSTANTIVO,NENHUM,cg08a
SORTEIO,SUBSTANTIVO,NENHUM,cg20
SORTUDO,ADJETIVO,NENHUM,cg08a
SORVETE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg02
SOVINA,ADJETIVO,NENHUM,cg02
SOZINHO,ADJETIVO,NENHUM,cg33
SUAR,VERBO,NENHUM,cg64
SUAVE,ADJETIVO,NENHUM,cg54
SUBIR1,VERBO,NENHUM,cg32
SUBIR2,VERBO,NENHUM,cg63
SUBIR3,SUBSTANTIVO,NENHUM,cg14
SUBLINHAR,VERBO,NENHUM,cg20
SUBMERGIR,VERBO,NENHUM,cg32
SUBMISSAO,SUBSTANTIVO,SENTIMENTOS,cg64
SUBORNAR,VERBO,NENHUM,cg64
SUBORNO,SUBSTANTIVO,NENHUM,cg64
SUBSTITUIR,VERBO,NENHUM,cg07
SUBTRACAO,SUBSTANTIVO,NENHUM,cg14
SUBTRAIR,VERBO,NENHUM,cg08a
SUCESSO,SUBSTANTIVO,NENHUM,cg53a
SUCO,SUBSTANTIVO,ALIMENTO/BEBIDA,cg02
SUECIA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg24
SUFOCADO,ADJETIVO,NENHUM,cg51b
SUFOCAR,VERBO,NENHUM,cg51b
SUICA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg20
SUICIDAR,VERBO,NENHUM,cg63
SUJAR,VERBO,NENHUM,cg14
SUJO,ADJETIVO,HIGIENE/SAÚDE,cg14
SUL,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg02
SUMARIAR,VERBO,NENHUM,cg57
SUMIR,VERBO,NENHUM,cg57
SUNGA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg08a
SUOR,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg14
SUPERIOR,ADJETIVO,NENHUM,cg53a
SUPERMERCADO,SUBSTANTIVO,NENHUM,cg02
SUPERVISOR,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg32
SUPLETIVO,SUBSTANTIVO,NENHUM,cg43
SURDEZ,SUBSTANTIVO,NENHUM,cg14
SURDO1,ADJETIVO,NENHUM,cg14
SURDO2,ADJETIVO,NENHUM,cg25
SURFE,SUBSTANTIVO,NENHUM,cg24
SURGIR,VERBO,NENHUM,cg57
SURPREENDER,VERBO,NENHUM,cg63
SURPRESA,SUBSTANTIVO,NENHUM,cg63
SURPRESO,ADJETIVO,NENHUM,cg61
SURRAR,VERBO,NENHUM,cg02
SUSPEITAR,VERBO,NENHUM,cg63
SUSPENDER1,VERBO,NENHUM,cg07
SUSPENDER2,VERBO,NENHUM,cg15
SUSPENDER3,VERBO,NENHUM,cg62
SUSSURRAR,VERBO,NENHUM,cg62
SUSTENTAR,VERBO,NENHUM,cg44
SUSTO,SUBSTANTIVO,SENTIMENTOS,cg63
SUTIA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg32
T,SUBSTANTIVO,NENHUM,cg56
TABELA1,SUBSTANTIVO,NENHUM,cg53a
TABELA2,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
TABELIAO,SUBSTANTIVO,NENHUM,cg02
TABUA,SUBSTANTIVO,CASA,cg18a
TABUADA,SUBSTANTIVO,NUMERAL/DINHEIRO,cg14
TACA1,SUBSTANTIVO,CASA,cg01
TACA2,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg11
TACO1,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
TACO2,SUBSTANTIVO,NENHUM,cg42
TAGARELAR,VERBO,NENHUM,cg11
TALCO,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg51a
TALENTO,SUBSTANTIVO,NENHUM,cg44
TALHA,SUBSTANTIVO,CASA,cg08a
TALVEZ,ADV.,NENHUM,cg64
TAMANCO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg28
TAMANDUA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg02
TAMBEM,ADV.,NENHUM,cg14
TAMBOR,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg05
TAMPA,SUBSTANTIVO,CASA,cg63
TAMPAO,SUBSTANTIVO,HIGIENE/SAÚDE,cg53a
TAMPAR,VERBO,NENHUM,cg63
TANGA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg18a
TANGERINA,SUBSTANTIVO,FRUTA,cg52
TANTO1,PRON. INDEFIN.,NENHUM,cg57
TANTO2,PRON. INDEFIN.,NENHUM,cg63
TAPA1,SUBSTANTIVO,NENHUM,cg63
TAPA2,SUBSTANTIVO,NENHUM,cg63
TAPAR,VERBO,NENHUM,cg14
TAPETE,SUBSTANTIVO,CASA,cg63
TAQUICARDIA,SUBSTANTIVO,HIGIENE/SAÚDE,cg02
TARADO,ADJETIVO,NENHUM,cg56
TARDE,SUBSTANTIVO,ANO SIDERAL,cg63
TARTARUGA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg07
TATU,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg62
TATUAGEM,SUBSTANTIVO,NENHUM,cg20
TAXI,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg53a
TAXISTA,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg53a
TCHAU,INTERJ.,NENHUM,cg64
TDD,SUBSTANTIVO,APARELHO/MÁQUINA,cg12
TEATRO,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg35a
TECLADO,SUBSTANTIVO,NENHUM,cg18a
TECLAR,VERBO,NENHUM,cg64
TECNICO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg42
TECNOLOGIA,SUBSTANTIVO,NENHUM,cg42
TEDIO1,SUBSTANTIVO,NENHUM,cg61
TEDIO2,SUBSTANTIVO,SENTIMENTOS,cg40
TEIA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg64
TEIMOSO1,ADJETIVO,NENHUM,cg16
TEIMOSO2,ADJETIVO,NENHUM,cg58
TEIMOSO3,ADJETIVO,NENHUM,cg58
TELEFERICO,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg14
TELEFONISTA,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg08a
TELEGRAFAR,VERBO,NENHUM,cg35a
TELEGRAMA,SUBSTANTIVO,NENHUM,cg64
TELESCOPIO,SUBSTANTIVO,APARELHO/MÁQUINA,cg42
TELEVISAO,SUBSTANTIVO,APARELHO/MÁQUINA,cg08a
TELHA,SUBSTANTIVO,NENHUM,cg07
TELHADO1,SUBSTANTIVO,CASA,cg07
TEMA,SUBSTANTIVO,NENHUM,cg31
TEMPERO,SUBSTANTIVO,ALIMENTO/BEBIDA,cg14
TEMPESTADE,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg14
TEMPLO,SUBSTANTIVO,NENHUM,cg63
TEMPO1,SUBSTANTIVO,ANO SIDERAL,cg02
TEMPO2,SUBSTANTIVO,NENHUM,cg61
TEMPO3,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg14
TEMPORAS,SUBSTANTIVO,CORPO,cg14
TENDA,SUBSTANTIVO,NENHUM,cg58
TENIS1,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
TENIS2,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg01
TENTACAO2,SUBSTANTIVO,SENTIMENTOS,cg04
TENTAR,VERBO,NENHUM,cg44
TEORIA,SUBSTANTIVO,NENHUM,cg64
TER,VERBO,NENHUM,cg08a
TERCEIRO,NUM.,NUMERAL/DINHEIRO,cg59a
TERCEIROS,SUBSTANTIVO,NENHUM,cg08a
TERMINAR,VERBO,NENHUM,cg33
TERMOMETRO,SUBSTANTIVO,APARELHO/MÁQUINA,cg14
TERNO,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg01
TERRA1,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg47
TERRA2,SUBSTANTIVO,NENHUM,cg44
TERREMOTO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg64
TERRENO,SUBSTANTIVO,NENHUM,cg14
TERRITORIO,SUBSTANTIVO,NENHUM,cg64
TERROR,SUBSTANTIVO,NENHUM,cg47
TESAO,SUBSTANTIVO,SENTIMENTOS,cg55
TESOURA1,SUBSTANTIVO,APARELHO/MÁQUINA,cg24
TESOURA2,SUBSTANTIVO,APARELHO/MÁQUINA,cg02
TESOUREIRO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg11
TESTA,SUBSTANTIVO,CORPO,cg62
TESTE AUDIOMETRICO,SUBSTANTIVO,HIGIENE/SAÚDE,cg15
TESTE1,SUBSTANTIVO,NENHUM,cg44
TESTE2,SUBSTANTIVO,NENHUM,cg24
TESTEMUNHA DE JEOVA,SUBSTANTIVO,NENHUM,cg39
TESTEMUNHAR,VERBO,NENHUM,cg02
